unit_number	unit_name	section_number	section_name	content	level	has_analysis	prerequisites	difficulty_level	difficulty_score	difficulty_confidence	complexity_factors	bloom_level	bloom_confidence	cognitive_processes	educational_standards	cross_disciplinary_connections
Unit 7	Electricity and Magnetism	7.86	EM Wave Energy	"Poynting vector.
**Level**: Undergraduate
**Reference**: College Physics 2e, Chapter 24.4: Energy in Electromagnetic Waves; University Physics Volume 2, Chapter 16.3: Energy Carried by Electromagnetic Waves"	undergraduate	Yes	Vector calculus; Electric field concepts; Magnetic field concepts; Cross products; Maxwell's equations; Wave propagation; Electromagnetic waves fundamentals; SI units and dimensional analysis; Calculus-based physics	advanced	8	0.9	Requires strong vector calculus understanding; Involves abstract electromagnetic field concepts; Combines electric and magnetic field behaviors; Requires visualization of cross products; Involves understanding of energy flow in 3D space	analyze	0.9	interpreting vector quantities; analyzing relationships between fields; calculating energy flow; differentiating components	AP Physics C: Electricity & Magnetism: III.E.2; NGSS: HS-PS4-3; AP Physics 2: 6.F.4	Mathematics (strong); Engineering (strong); Materials Science (moderate); Biology (moderate); Environmental Science (moderate)
Unit 7	Electricity and Magnetism	7.87	EM Wave Momentum	"Radiation pressure.
**Level**: Undergraduate
**Reference**: College Physics 2e, Chapter 24.4: Energy in Electromagnetic Waves; University Physics Volume 2, Chapter 16.4: Momentum and Radiation Pressure"	undergraduate	Yes	"Maxwell's equations; Electromagnetic waves fundamentals; Wave-particle duality; Vector calculus; Poynting vector; Conservation of momentum; Energy in EM waves; Basic mechanics (force, pressure); Special relativity basics"	intermediate	6	0.85	Requires understanding of both wave and particle nature of light; Involves abstract concepts of momentum transfer; Requires mathematical handling of vector quantities; Builds on prior knowledge of electromagnetic waves; Needs understanding of pressure concepts in wave context	apply	0.85	calculating radiation pressure; applying formulas to real situations; relating electromagnetic wave properties to momentum; implementing wave-particle concepts	AP Physics C: Electricity & Magnetism: III.E.3; NGSS: HS-PS4-3	Mathematics (strong); Astronomy/Astrophysics (strong); Engineering (strong); Biology (moderate); Chemistry (moderate)
Unit 8	Optics	8.1	Light Propagation	"Speed, medium effects.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 15.2: The Behavior of Electromagnetic Radiation; College Physics 2e, Chapter 25.1: The Ray Aspect of Light"	undergraduate	Yes				0.85			0.85			
Unit 8	Optics	8.2	Ray Optics	"Geometric principles.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 15.2: The Behavior of Electromagnetic Radiation; College Physics 2e, Chapter 25.1: The Ray Aspect of Light"	undergraduate	Yes				0.85			0.85			
Unit 8	Optics	8.3	Reflection Law	"Incidence equals reflection.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 16.1: Reflection; College Physics 2e, Chapter 25.2: The Law of Reflection"	undergraduate	Yes				0.85			0.85			
Unit 8	Optics	8.4	Refraction Law	"Snell’s law (n₁sinθ₁=n₂sinθ₂).
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 16.2: Refraction; College Physics 2e, Chapter 25.3: The Law of Refraction"	undergraduate	Yes				0.85			0.85			
Unit 8	Optics	8.5	Total Internal Reflection	"Critical angle.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 16.2: Refraction; College Physics 2e, Chapter 25.4: Total Internal Reflection"	undergraduate	Yes				0.85			0.85			
Unit 8	Optics	8.6	Dispersion	"Wavelength refraction.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 15.2: The Behavior of Electromagnetic Radiation; College Physics 2e, Chapter 25.5: Dispersion: The Rainbow and Prisms"	undergraduate	Yes				0.85			0.85			
Unit 8	Optics	8.7	Huygens’s Principle	"Wavefront propagation.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 17.1: Understanding Diffraction and Interference; College Physics 2e, Chapter 27.2: Huygens’s Principle: Diffraction"	undergraduate	Yes				0.85			0.85			
Unit 8	Optics	8.8	Polarization	"Wave orientation.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 15.2: The Behavior of Electromagnetic Radiation; College Physics 2e, Chapter 27.8: Polarization"	undergraduate	Yes	Wave properties and characteristics; Electromagnetic waves; Vector components; Trigonometry basics; Electric and magnetic fields; Wave propagation; Transverse waves	intermediate	6	0.85	"Abstract visualization required; Multiple wave orientations in 3D space; Mathematical representation of wave vectors; Understanding of electromagnetic wave nature; Multiple polarization types (linear, circular, unpolarized)"	understand	0.9	describing wave orientation patterns; explaining polarization concepts; interpreting wave behavior; distinguishing between polarized and unpolarized light	NGSS: HS-PS4-1; NGSS: HS-PS4-5; AP Physics 2: 6.A.1.2; AP Physics 2: 6.A.3.1	Mathematics (strong); Chemistry (strong); Biology (moderate); Engineering (strong); Earth Science (moderate)
Unit 8	Optics	8.9	Plane Mirrors	"Image formation.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 16.1: Reflection; College Physics 2e, Chapter 25.7: Image Formation by Mirrors"	undergraduate	Yes	"Basic geometry (angles, parallel lines, perpendicular lines); Laws of reflection; Ray diagrams; Properties of light (straight-line propagation); Basic understanding of normal lines; Concept of virtual and real images; Understanding of lateral inversion"	beginner	3	0.9	Basic geometry concepts required; Understanding of law of reflection; Ray diagram construction; Virtual vs real image distinction; Simple mathematical relationships	understand	0.9	explaining how images form in plane mirrors; interpreting ray diagrams; describing image characteristics; recognizing relationships between object and image distance/size	NGSS: HS-PS4-5; AP Physics 2: 6.E.1.1; IB Physics: 4.4	Mathematics (strong); Art (moderate); Biology (moderate); Architecture (moderate); Psychology (moderate)
Unit 8	Optics	8.10	Concave Mirrors	"Converging mirrors.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 16.1: Reflection; College Physics 2e, Chapter 25.7: Image Formation by Mirrors"	undergraduate	Yes	Basic geometry and angle measurements; Properties of light rays and reflection; Law of reflection; Linear ray diagrams; Basic coordinate system understanding; Focal points and focal length concepts; Real and virtual image formation principles	intermediate	6	0.9	Requires understanding of ray diagrams; Mathematical calculations involving focal length and mirror equation; Multiple image types (real/virtual) to understand; Abstract spatial reasoning needed; Multiple special cases to consider	understand	0.9	explaining how concave mirrors focus light; interpreting ray diagrams; describing image formation; comparing real and virtual images	NGSS: HS-PS4-5; AP Physics 2: 6.E.4.1; IB Physics: C.1.4	Mathematics (strong); Engineering (strong); Biology (moderate); Architecture (moderate); Chemistry (weak)
Unit 8	Optics	8.11	Convex Mirrors	"Diverging mirrors.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 16.1: Reflection; College Physics 2e, Chapter 25.7: Image Formation by Mirrors"	undergraduate	Yes	Basic geometry and angles; Properties of light rays and reflection; Law of reflection; Ray diagrams; Understanding of plane mirrors; Basic algebra; Concept of focal points; Real vs virtual images	intermediate	6	0.9	Requires understanding of geometric optics principles; Involves ray diagrams and their interpretation; Uses mathematical relationships for image formation; Requires spatial visualization skills; Deals with virtual images	understand	0.9	explaining how convex mirrors form images; describing characteristics of virtual images; interpreting ray diagrams; comparing convex mirrors to other types of mirrors	NGSS: HS-PS4-5; AP Physics 2: 6.E.4.1; IB Physics: 4.4	Mathematics (strong); Engineering (strong); Architecture (moderate); Biology (moderate); Art/Design (moderate)
Unit 8	Optics	8.12	Refraction Images	"Interface images.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 16.2: Refraction; College Physics 2e, Chapter 25.3: The Law of Refraction"	undergraduate	Yes	Laws of reflection; Snell's law of refraction; Ray diagrams; Understanding of optical media and interfaces; Basic trigonometry; Understanding of refractive indices; Concept of optical paths; Understanding of incident and refracted angles	intermediate	6	0.85	Requires understanding of Snell's law; Involves visualization of ray diagrams; Requires mathematical calculations; Needs comprehension of multiple interfaces; Understanding of apparent depth concepts	analyze	0.85	differentiating between real and virtual images; organizing principles of refraction; interpreting ray diagrams; explaining image formation at interfaces	NGSS: HS-PS4-1; NGSS: HS-PS4-5; AP Physics 2: 6.E.1.1; AP Physics 2: 6.E.3.1	Mathematics (strong); Chemistry (moderate); Biology (strong); Computer Science (moderate); Engineering (strong)
Unit 8	Optics	8.13	Converging Lenses	"Lens properties.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 16.3: Lenses; College Physics 2e, Chapter 25.6: Image Formation by Lenses"	undergraduate	Yes	Basic geometry and ray diagrams; Properties of light (reflection and refraction); Snell's law; Understanding of optical axis and focal points; Basic trigonometry; Understanding of real and virtual images; Index of refraction; Wave properties of light	intermediate	6	0.9	"Requires understanding of ray diagrams; Mathematical calculations using lens equations; Multiple variables to consider (focal length, object distance, image distance); Abstract concepts of real vs virtual images; Need to understand sign conventions"	understand	0.9	explaining lens properties; interpreting ray diagrams; describing image formation; comparing different lens types	NGSS: HS-PS4-5; AP Physics 2: 6.E.4.1; AP Physics 2: 6.E.4.2	Mathematics (strong); Biology (strong); Chemistry (moderate); Engineering (strong); Computer Science (moderate)
Unit 8	Optics	8.14	Diverging Lenses	"Lens properties.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 16.3: Lenses; College Physics 2e, Chapter 25.6: Image Formation by Lenses"	undergraduate	Yes	Basic geometry and ray diagrams; Properties of light (reflection and refraction); Snell's law; Optical center and focal points; Basic algebra; Sign conventions in optics; Understanding of converging lenses; Basic wave properties of light	intermediate	6	0.9	Requires understanding of ray diagrams; Involves negative focal lengths; Needs comprehension of virtual images; Requires mathematical understanding of lens equations; Multiple variables affect image formation	understand	0.9	explaining how diverging lenses affect light rays; describing lens characteristics and properties; interpreting ray diagrams; comparing diverging and converging lenses	NGSS: HS-PS4-5; AP Physics 2: 6.E.4.1; AP Physics 2: 6.E.4.2	Mathematics (strong); Biology (strong); Engineering (strong); Chemistry (moderate); Art/Photography (moderate)
Unit 8	Optics	8.15	Lens Equation	"Image calculations (1/f=1/do+1/di).
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 16.3: Lenses; College Physics 2e, Chapter 25.6: Image Formation by Lenses"	undergraduate	Yes	Basic algebra and mathematical manipulation; Understanding of geometric optics fundamentals; Ray diagrams and ray tracing; Properties of converging and diverging lenses; Concept of focal length; Understanding of real and virtual images; Sign conventions in optics; Distance measurement and units	intermediate	6	0.9	Requires understanding of mathematical relationships; Involves abstract visualization of ray diagrams; Multiple variables to consider simultaneously; Sign conventions must be followed correctly; Requires algebraic manipulation skills	apply	0.9	calculate using formulas; solve numerical problems; determine image characteristics; implement mathematical relationships	NGSS: HS-PS4-5; AP Physics 2: 6.E.4.a; AP Physics 2: 6.E.4.b	Mathematics (strong); Biology (strong); Photography/Art (strong); Engineering (strong); Medicine (moderate)
